"Latest: Wavelength (nm)","Latest: Intensity (rel)","Run 2: Wavelength (nm)","Run 2: Intensity (rel)","Run 3: Wavelength (nm)","Run 3: Intensity (rel)","Run 4: Wavelength (nm)","Run 4: Intensity (rel)","Run 5: Wavelength (nm)","Run 5: Intensity (rel)"
484.8,0.941411459525,484.8,0.0320021362631,484.8,0.354697489891,484.8,0.968722056916,484.8,0.942017242695
485.4,0.941411459525,485.4,0.0705960173953,485.4,0.860030518044,485.4,0.968722056916,485.4,0.942017242695
486.1,0.941411459525,486.1,0.0471680781262,486.1,0.650569924468,486.1,0.968722056916,486.1,0.942017242695
486.7,0.941411459525,486.7,0.0161876859693,486.7,0.0217608911269,486.7,0.673047989624,486.7,0.942017242695
487.4,0.941411459525,487.4,0.0158832684825,487.4,0.0172747386893,487.4,0.0270420386053,487.4,0.942017242695
488.1,0.941411459525,488.1,0.015074540322,488.1,0.0170763714046,488.1,0.0223727779049,488.1,0.484261844816
488.7,0.941411459525,488.7,0.0159816891737,488.7,0.0148332951858,488.7,0.0277897306783,488.7,0.0309163042649
489.4,0.941411459525,489.4,0.0154094758526,489.4,0.0173815518425,489.4,0.0241886015106,489.4,0.032823682002
490,0.941411459525,490,0.0150440222782,490,0.0165423056382,490,0.0215640497444,490,0.0238513771267
490.7,0.554930952926,490.7,0.0154186312657,490.7,0.0140398260472,490.7,0.00970778973068,490.7,0.0132310978866
491.4,0.0408697642481,491.4,0.0157154192416,491.4,0.0179766536965,491.4,0.0260349431601,491.4,0.035921263447
492,0.0235049973297,492,0.0154895857176,492,0.0153368429084,492,0.0169710841535,492,0.0207537956817
492.7,0.0326604104677,492.7,0.0148929579614,492.7,0.0147570000763,492.7,0.0219607843137,492.7,0.0235919737545
493.4,0.0117708094911,493.4,0.0148891432059,493.4,0.014650186923,493.4,0.0117067215991,493.4,0.0106065461204
494,0.0158144502937,494,0.0144107728695,494,0.017305256733,494,0.0107301441978,494,0.0127733272297
494.7,0.0269840543221,494.7,0.0154354161898,494.7,0.016282902266,494.7,0.0160860608835,494.7,0.0208911268788
495.3,0.0310124361028,495.3,0.0157215228504,495.3,0.0159929808499,495.3,0.0209994659342,495.3,0.0251941710536
496,0.0175997558556,496,0.015179064622,496,0.0179156176089,496,0.0146974898909,496,0.015245288777
496.7,0.0261295490959,496.7,0.0155300221256,496.7,0.014955367361,496.7,0.0197634851606,496.7,0.0215472648203
497.3,0.0190646219577,497.3,0.0151836423285,497.3,0.0128038452735,497.3,0.0106843671321,497.3,0.00998092622263
498,0.0194003204395,498,0.0155040817884,498,0.0149095902953,498,0.0142702372778,498,0.013475242237
498.7,0.0182101167315,498.7,0.0150569924468,498.7,0.0155046921492,498.7,0.010547035935,498.7,0.00819562066072
499.3,0.0228793774319,499.3,0.0158298619059,499.3,0.0148790722515,499.3,0.0178713664454,499.3,0.0197772182803
500,0.03645990692,500,0.0150379186694,500,0.0166796368353,500,0.0236697947662,500,0.0311757076371
500.6,0.0108857862211,500.6,0.0152050049592,500.6,0.0154589150835,500.6,0.0082429236286,500.6,0.00151216906996
501.3,0.0286015106432,501.3,0.0154323643854,501.3,0.0168474860761,501.3,0.0205722133211,501.3,0.0259113450828
502,0.030402075227,502,0.0156314946212,502,0.0161913481346,502,0.0206637674525,502,0.0273151750973
502.6,0.0287846189059,502.6,0.0154468604562,502.6,0.0182360570687,502.6,0.0214572365911,502.6,0.0288868543526
503.3,0.0338353551537,503.3,0.0152301823453,503.3,0.016725413901,503.3,0.0208621347372,503.3,0.0264301518273
504,0.032767223621,504,0.0157421225299,504,0.0158251316091,504,0.0200076295109,504,0.0231647211414
504.6,0.0242526894026,504.6,0.0152088197147,504.6,0.0152147707332,504.6,0.014682230869,504.6,0.0177325093462
505.3,0.0234134431983,505.3,0.0158672465095,505.3,0.015535210193,505.3,0.0201907377737,505.3,0.0172747386893
505.9,0.0374517433433,505.9,0.0148616769665,505.9,0.0168932631418,505.9,0.0252109559777,505.9,0.0346852826734
506.6,0.0257633325704,506.6,0.0154903486687,506.6,0.0136278324559,506.6,0.0198092622263,506.6,0.0231647211414
507.3,0.0307072556649,507.3,0.0157367818723,507.3,0.0177782864118,507.3,0.0229983978027,507.3,0.0273914702068
507.9,0.0140596627756,507.9,0.0153865873198,507.9,0.0144060425727,507.9,0.0134309910735,507.9,0.00811932555123
508.6,0.0189120317388,508.6,0.0153377584497,508.6,0.0142687113756,508.6,0.0138429846647,508.6,0.0132005798428
509.3,0.00829175249866,509.3,0.0151020065614,509.3,0.0151232166018,509.3,0.0123628595407,509.3,0.00496070801862
509.9,0.0285404745556,509.9,0.0151889829862,509.9,0.0148638132296,509.9,0.0187869077592,509.9,0.0194720378424
510.6,0.0285404745556,510.6,0.0152957961395,510.6,0.0163439383536,510.6,0.0188326848249,510.6,0.0241870756085
511.2,0.0226199740597,511.2,0.0147075608453,511.2,0.0187396047913,511.2,0.0169100480659,511.2,0.0162066071565
511.9,0.0178591592279,511.9,0.015130998703,511.9,0.0169085221637,511.9,0.0113862821393,511.9,0.0159014267185
512.6,0.0248783093004,512.6,0.0151081101701,512.6,0.0173205157549,512.6,0.0179476615549,512.6,0.0214709697108
513.2,0.0321568627451,513.2,0.0155948729686,513.2,0.0140245670253,513.2,0.0218539711604,513.2,0.0253772793164
513.9,0.0261448081178,513.9,0.0156726939803,513.9,0.015092698558,513.9,0.0208316166934,513.9,0.0217914091707
514.5,0.0327367055772,514.5,0.015227893492,514.5,0.0163744563973,514.5,0.0226169222553,514.5,0.0268574044404
515.2,0.0282047760739,515.2,0.014937972076,515.2,0.0157030594339,515.2,0.0181155107958,515.2,0.0184496833753
515.9,0.0295475700008,515.9,0.0151500724804,515.9,0.0157793545434,515.9,0.0203433279927,515.9,0.0260944533455
516.5,0.0255954833295,516.5,0.0149250019074,516.5,0.0155657282368,516.5,0.0204654001678,516.5,0.0191973754482
517.2,0.0197360189212,517.2,0.0155468070497,517.2,0.0163591973754,517.2,0.014087129015,517.2,0.014207675288
517.9,0.0215060654612,517.9,0.0146694132906,517.9,0.0154894331273,517.9,0.0178713664454,517.9,0.0162981612879
518.5,0.0209109636072,518.5,0.0151905088884,518.5,0.0156572823682,518.5,0.015719844358,518.5,0.0128496223392
519.2,0.0163485160601,519.2,0.0150478370336,519.2,0.0141618982223,519.2,0.0135530632486,519.2,0.0073411154345
519.8,0.0410070954452,519.8,0.0157833218891,519.8,0.0176562142367,519.8,0.0226932173648,519.8,0.0330220492866
520.5,0.0124879835203,520.5,0.0151592278935,520.5,0.0147264820325,520.5,0.0106080720226,520.5,0.00845502403296
521.2,0.0287388418402,521.2,0.0155155260548,521.2,0.0154741741054,521.2,0.0197940032044,521.2,0.0254840924697
521.8,0.0252140077821,521.8,0.0150630960555,521.8,0.0162676432441,521.8,0.0144075684749,521.8,0.0183581292439
522.5,0.0191561760891,522.5,0.0154232089723,522.5,0.0162066071565,522.5,0.0161013199054,522.5,0.0124071107042
523.2,0.0447608148318,523.2,0.0152187380789,523.2,0.0185259784848,523.2,0.0289036392767,523.2,0.0398275730526
523.8,0.0155092698558,523.8,0.015501029984,523.8,0.0134905012589,523.8,0.0107301441978,523.8,0.0103776607919
524.5,0.0235965514611,524.5,0.0155391775387,524.5,0.0163134203098,524.5,0.0178561074235,524.5,0.0215014877546
525.1,0.0219028000305,525.1,0.0149578088045,525.1,0.0155657282368,525.1,0.0194430457008,525.1,0.0193041886015
525.8,0.021383993286,525.8,0.0157940032044,525.8,0.017167925536,525.8,0.0169100480659,525.8,0.0165423056382
526.5,0.0243900205997,526.5,0.0148609140154,526.5,0.0161608300908,526.5,0.015857175555,526.5,0.0172289616236
527.1,0.0273502708476,527.1,0.0153354695964,527.1,0.0170458533608,527.1,0.0179629205768,527.1,0.0188921950103
527.8,0.0231387808042,527.8,0.0157863736934,527.8,0.0153368429084,527.8,0.0181155107958,527.8,0.0195635919738
528.5,0.0300511177234,528.5,0.0152683299001,528.5,0.0183276112001,528.5,0.0176577401389,528.5,0.0253925383383
529.1,0.015768673228,529.1,0.0152957961395,529.1,0.0135057602808,529.1,0.00842603189136,529.1,0.00831769283589
529.8,0.0253055619135,529.8,0.0155536736095,529.8,0.0143297474632,529.8,0.0137514305333,529.8,0.0183276112001
530.4,0.0171419851987,530.4,0.0147670710307,530.4,0.0184344243534,530.4,0.0139650568399,530.4,0.0119798580911
531.1,0.0107789730678,531.1,0.0155155260548,531.1,0.0145738918135,531.1,0.0100587472343,531.1,0.00985885404746
531.8,0.0243747615778,531.8,0.0146099031052,531.8,0.020860608835,531.8,0.0218844892042,531.8,0.0199908445869
532.4,0.0188052185855,532.4,0.0152805371176,532.4,0.0143907835508,532.4,0.013354695964,532.4,0.0167101548791
533.1,0.0210482948043,533.1,0.0150478370336,533.1,0.0148180361639,533.1,0.0153536278325,533.1,0.0167711909667
533.8,0.0127626459144,533.8,0.0150806439307,533.8,0.0150774395361,533.8,0.0115236133364,533.8,0.00789044022278
534.4,0.00800183108263,534.4,0.0150852216373,534.4,0.0140093080034,534.4,0.00944838635843,534.4,0.00474708171206
535.1,0.0288761730373,535.1,0.0155857175555,535.1,0.017305256733,535.1,0.0179476615549,535.1,0.0262775616083
535.8,0.0155550469215,535.8,0.0156963454643,535.8,0.0171221484703,535.8,0.0143312733654,535.8,0.0104997329671
536.4,0.0348424505989,536.4,0.0156879530022,536.4,0.0154741741054,536.4,0.0238529030289,536.4,0.0264911879149
537.1,0.0243137254902,537.1,0.0155994506752,537.1,0.0149095902953,537.1,0.0188632028687,537.1,0.0192126344701
537.8,0.00548409246967,537.8,0.014559548333,537.8,0.0137346456092,537.8,0.0100740062562,537.8,0.00145113298238
538.5,0.0139681086442,538.5,0.0147808041505,538.5,0.0148180361639,538.5,0.01098954757,538.5,0.00818036163882
539.1,0.0242832074464,539.1,0.0153797207599,539.1,0.0135057602808,539.1,0.0183901731899,539.1,0.0188921950103
539.8,0.0290135042344,539.8,0.015364461738,539.8,0.0163591973754,539.8,0.0205416952773,539.8,0.0255603875792
540.5,0.0237644007019,540.5,0.0154422827497,540.5,0.0135210193027,540.5,0.0179476615549,540.5,0.017747768368
541.2,0.0301579308766,541.2,0.0151004806592,541.2,0.017747768368,541.2,0.0190615701534,541.2,0.0260639353017
541.9,0.0195834287022,541.9,0.0160556954299,541.9,0.0159624628061,541.9,0.0201297016861,541.9,0.018052948806
542.5,0.0316685740444,542.5,0.015203479057,542.5,0.0177782864118,542.5,0.0192141603723,542.5,0.0262012664988
543.2,0.0168215457389,543.2,0.0151760128176,543.2,0.013032730602,543.2,0.0124391546502,543.2,0.0130174715801
543.9,0.0298527504387,543.9,0.0148624399176,543.9,0.0181750209812,543.9,0.0206332494087,543.9,0.0267200732433
544.6,0.0264652475776,544.6,0.0157772182803,544.6,0.0198992904555,544.6,0.022067597467,544.6,0.0244922560464
545.3,0.0297154192416,545.3,0.0156414129854,545.3,0.0188158999008,545.3,0.0213199053941,545.3,0.0236987869078
545.9,0.0220553902495,545.9,0.0148616769665,545.9,0.0155962462806,545.9,0.0189394979782,545.9,0.0174883649958
546.6,0.0295017929351,546.6,0.0153972686351,546.6,0.0151689936675,546.6,0.0189089799344,546.6,0.0255603875792
547.3,0.00705577172503,547.3,0.0153835355154,547.3,0.014360265507,547.3,0.00879224841688,547.3,0.00525062943465
548,0.0157839322499,548,0.0154911116197,548,0.0142992294194,548,0.0142244602121,548,0.00900434882124
548.7,0.0230777447166,548.7,0.0156673533227,548.7,0.0170305943389,548.7,0.0217166399634,548.7,0.0207232776379
549.3,0.021383993286,549.3,0.015468986038,549.3,0.0159014267185,549.3,0.0187106126497,549.3,0.0234699015793
550,0.0153566796368,550,0.0151325246052,550,0.016282902266,550,0.0141481651026,550,0.0113084611276
550.7,0.0197817959869,550.7,0.0158046845197,550.7,0.0137346456092,550.7,0.0150484473945,550.7,0.0203112840467
551.4,0.02640421149,551.4,0.0159069199664,551.4,0.0169085221637,551.4,0.020587472343,551.4,0.0218829633021
552.1,0.0161501487755,552.1,0.0151462577249,552.1,0.0139482719158,552.1,0.0122102693217,552.1,0.0123308155947
552.7,0.0241458762493,552.7,0.0156589608606,552.7,0.0166948958572,552.7,0.0176729991608,552.7,0.0173968108644
553.4,0.0196444647898,553.4,0.015613946746,553.4,0.0157183184558,553.4,0.0154757000076,553.4,0.0150774395361
554.1,0.0186984054322,554.1,0.0149097428855,554.1,0.0163897154192,554.1,0.0119661249714,554.1,0.0154283970397
554.8,0.0399847409781,554.8,0.0159794003204,554.8,0.0159166857404,554.8,0.0229678797589,554.8,0.0334035248341
555.5,0.0190341039139,555.5,0.0152294193942,555.5,0.0162523842222,555.5,0.0158724345769,555.5,0.0171374074922
556.1,0.015768673228,556.1,0.0154041351949,556.1,0.0118120088502,556.1,0.015124742504,556.1,0.0157488364996
556.8,0.0285252155337,556.8,0.0155216296635,556.8,0.0173662928206,556.8,0.0185122453651,556.8,0.0252246890974
557.5,0.0247409781033,557.5,0.015501029984,557.5,0.0163439383536,557.5,0.0195651178759,557.5,0.0196093690394
558.2,0.0106874189364,558.2,0.0152286564431,558.2,0.0151689936675,558.2,0.0111268787671,558.2,0.00386205844205
558.9,0.02374914168,558.9,0.0151821164263,558.9,0.0132310978866,558.9,0.0174288548104,558.9,0.0217761501488
559.5,0.0206363012131,559.5,0.0157650110628,559.5,0.0134599832151,559.5,0.0127901121538,559.5,0.0125139238575
560.2,0.0295323109789,560.2,0.0152896925307,560.2,0.0152758068208,560.2,0.0222354467079,560.2,0.0243701838712
560.9,0.020056458381,560.9,0.0157787441825,560.9,0.0166033417258,560.9,0.0147890440223,560.9,0.0157793545434
561.6,0.0330418860151,561.6,0.0156231021592,561.6,0.0150621805142,561.6,0.0238986800946,561.6,0.026033417258
562.3,0.0231235217823,562.3,0.0149875638972,562.3,0.0155046921492,562.3,0.0174135957885,562.3,0.019670405127
562.9,0.025824368658,562.9,0.0156673533227,562.9,0.0153368429084,562.9,0.0175051499199,562.9,0.0272541390097
563.6,0.0235202563516,563.6,0.0154491493095,563.6,0.0166948958572,563.6,0.0176577401389,563.6,0.0147417410544
564.3,0.0166079194324,564.3,0.0153545433738,564.3,0.0159166857404,564.3,0.0162233920806,564.3,0.0167864499886
565,0.0177370870527,565,0.0152378118563,565,0.0184649423972,565,0.0179476615549,565,0.0158098725872
565.7,0.0127168688487,565.7,0.0151592278935,565.7,0.0138414587625,565.7,0.0118135347524,565.7,0.00721904325933
566.3,0.0306309605554,566.3,0.0156612497139,566.3,0.0164507515068,566.3,0.0221133745327,566.3,0.026765850309
567,0.0286778057527,567,0.0151500724804,567,0.0161455710689,567,0.0193820096132,567,0.023668268864
567.7,0.0324773022049,567.7,0.0157070267796,567.7,0.015687800412,567.7,0.0214419775692,567.7,0.0248279545281
568.4,0.0387029831388,568.4,0.0155193408103,568.4,0.0187090867475,568.4,0.0226474402991,568.4,0.0293293659876
569.1,0.0319279774166,569.1,0.0151783016709,569.1,0.0144670786603,569.1,0.0190920881971,569.1,0.0222644388495
569.7,0.0282200350958,569.7,0.0153392843519,569.7,0.0176867322805,569.7,0.0127290760662,569.7,0.0137041275654
570.4,0.0351171129931,570.4,0.0153743801022,570.4,0.0194262607767,570.4,0.0209689478904,570.4,0.0282764934768
571.1,0.0412970168612,571.1,0.0160228885328,571.1,0.0157793545434,571.1,0.0213046463722,571.1,0.031053635462
571.8,0.0369176775769,571.8,0.0157451743343,571.8,0.0168932631418,571.8,0.0192904554818,571.8,0.0233936064698
572.4,0.0273502708476,572.4,0.0155269703212,572.4,0.0157793545434,572.4,0.0223117418173,572.4,0.0212115663386
573.1,0.0474769207294,573.1,0.0159565117876,573.1,0.0196246280613,573.1,0.0284611276417,573.1,0.0341817349508
573.8,0.0363836118105,573.8,0.0155262073701,573.8,0.0154589150835,573.8,0.0193820096132,573.8,0.0234851606012
574.5,0.0212314030671,574.5,0.014913557641,574.5,0.0147875181201,574.5,0.012912184329,574.5,0.0108964675364
575.2,0.0292576485847,575.2,0.0155460440986,575.2,0.0154436560616,575.2,0.0163607232776,575.2,0.0166643778134
575.8,0.0396948195621,575.8,0.0161731898985,575.8,0.0188158999008,575.8,0.025607690547,575.8,0.0278797589075
576.5,0.0370092317082,576.5,0.0152378118563,576.5,0.0183123521782,576.5,0.0218997482261,576.5,0.0198840314336
577.2,0.0457831692988,577.2,0.0160167849241,577.2,0.0181597619593,577.2,0.0219455252918,577.2,0.0290089265278
577.9,0.0338963912413,577.9,0.0150615701534,577.9,0.0151995117113,577.9,0.016604867628,577.9,0.0193041886015
578.6,0.0238254367895,578.6,0.0158107881285,578.6,0.0166338597696,578.6,0.0131105516136,578.6,0.0106828412299
579.2,0.0443640802625,579.2,0.015814602884,579.2,0.0193499656672,579.2,0.0233340962844,579.2,0.032976272221
579.9,0.0448065918975,579.9,0.0159710078584,579.9,0.0168932631418,579.9,0.0247684443427,579.9,0.0304280155642
580.6,0.0309971770809,580.6,0.0151142137789,580.6,0.0128953994049,580.6,0.0165743495842,580.6,0.0151689936675
581.3,0.0582955672541,581.3,0.0159847409781,581.3,0.0172289616236,581.3,0.0206790264744,581.3,0.0281391622797
582,0.0627359426261,582,0.0154216830701,582,0.0171221484703,582,0.0238834210727,582,0.0366231784543
582.6,0.0435248340581,582.6,0.0155529106584,582.6,0.0166948958572,582.6,0.0207553215839,582.6,0.0260486762799
583.3,0.0203006027314,583.3,0.0158863202869,583.3,0.0124528877699,583.3,0.011584649424,583.3,0.0100877393759
584,0.042365148394,584,0.0154483863584,584,0.0182513160906,584,0.0271946288243,584,0.0338460364691
584.7,0.0316380560006,584.7,0.0153133440146,584.7,0.0178545815213,584.7,0.0204654001678,584.7,0.0202807660029
585.4,0.0193698023957,585.4,0.0152767223621,585.4,0.013170061799,585.4,0.0116304264897,585.4,0.0131548027771
586,0.0418005645838,586,0.0149517051957,586,0.0180071717403,586,0.0243717097734,586,0.0293598840314
586.7,0.0229556725414,586.7,0.0154453345541,586.7,0.0153826199741,586.7,0.0162996871901,586.7,0.0169085221637
587.4,0.0266788738842,587.4,0.0157421225299,587.4,0.0153215838865,587.4,0.012317082475,587.4,0.0109880216678
588.1,0.0263889524681,588.1,0.0157001602197,588.1,0.0166796368353,588.1,0.0112642099641,588.1,0.0148180361639
588.7,0.0364293888762,588.7,0.0153118181125,588.7,0.017015335317,588.7,0.0208468757153,588.7,0.0253620202945
589.4,0.013418783856,589.4,0.0152744335088,589.4,0.0151842526894,589.4,0.011432059205,589.4,0.00593728542
590.1,0.0280827038987,590.1,0.0157390707256,590.1,0.0138261997406,590.1,0.015567254139,590.1,0.0193652246891
590.7,0.0206668192569,590.7,0.015107347219,590.7,0.0157335774777,590.7,0.0128511482414,590.7,0.0124834058137
591.4,0.0193545433738,591.4,0.0153873502708,591.4,0.0152758068208,591.4,0.0168642710002,591.4,0.0118272678721
592,0.0329198138399,592,0.015461356527,592,0.0167559319448,592,0.0186800946059,592,0.0211200122072
592.7,0.0321568627451,592.7,0.0158275730526,592.7,0.0175188830396,592.7,0.0171236743725,592.7,0.0210131990539
593.3,0.0415716792554,593.3,0.015275959411,593.3,0.0171831845579,593.3,0.0199465934234,593.3,0.021593041886
594,0.0332249942779,594,0.0149898527504,594,0.0167559319448,594,0.0181460288396,594,0.0189684901198
594.7,0.046790264744,594.7,0.0152401007095,594.7,0.0171526665141,594.7,0.0268284122988,594.7,0.0364553292134
595.3,0.0501472495613,595.3,0.0160122072175,595.3,0.0170763714046,595.3,0.0251499198901,595.3,0.0312062256809
596,0.0430365453574,596,0.0154232089723,596,0.0174273289082,596,0.0249362935836,596,0.0348989089799
596.6,0.0293797207599,596.6,0.0154705119402,596.6,0.0158098725872,596.6,0.015719844358,596.6,0.016725413901
597.3,0.0389776455329,597.3,0.0151119249256,597.3,0.0144975967041,597.3,0.0217166399634,597.3,0.0255451285573
598,0.0219180590524,598,0.0154995040818,598,0.0170916304265,598,0.013064774548,598,0.0104234378576
598.6,0.0337132829786,598.6,0.0154575417716,598.6,0.0146044098573,598.6,0.0171389333944,598.6,0.0184496833753
599.3,0.0445014114595,599.3,0.0156467536431,599.3,0.0166948958572,599.3,0.0224643320363,599.3,0.0286121919585
599.9,0.0397711146715,599.9,0.0157558556497,599.9,0.0175341420615,599.9,0.0209842069123,599.9,0.0214862287327
600.6,0.0548928053712,600.6,0.0157459372854,600.6,0.0170305943389,600.6,0.0265690089265,600.6,0.0351735713741
601.2,0.0374670023651,601.2,0.0158001068132,601.2,0.0138567177844,601.2,0.0224338139925,601.2,0.0278644998856
601.9,0.0447455558099,601.9,0.0148868543526,601.9,0.014802777142,601.9,0.0199923704891,601.9,0.0277119096666
602.6,0.0342168307012,602.6,0.0148319218738,602.6,0.0175646601053,602.6,0.0213199053941,602.6,0.0268116273747
603.2,0.0429144731823,603.2,0.015927519646,603.2,0.0162218661784,603.2,0.0226932173648,603.2,0.0304737926299
603.9,0.0380315861753,603.9,0.0156971084154,603.9,0.0167406729229,603.9,0.0181765468833,603.9,0.0221271076524
604.5,0.0351934081025,604.5,0.0157444113832,604.5,0.0155046921492,604.5,0.0227695124743,604.5,0.0251026169223
605.2,0.0294865339132,605.2,0.0156261539635,605.2,0.0160692759594,605.2,0.0190615701534,605.2,0.0182513160906
605.9,0.0329808499275,605.9,0.0153018997482,605.9,0.0164660105287,605.9,0.0167727168688,605.9,0.0229816128786
606.5,0.0248172732128,606.5,0.0154041351949,606.5,0.0141313801785,606.5,0.0153383688106,606.5,0.016725413901
607.2,0.0285862516213,607.2,0.0153102922103,607.2,0.014802777142,607.2,0.0166659037156,607.2,0.0166948958572
607.8,0.0294560158694,607.8,0.0153942168307,607.8,0.0181139848936,607.8,0.0168642710002,607.8,0.0189990081636
608.5,0.0308751049058,608.5,0.0155674067292,608.5,0.0178850995651,608.5,0.0214267185473,608.5,0.022920576791
609.1,0.0433569848173,609.1,0.0157161821927,609.1,0.0147570000763,609.1,0.0243717097734,609.1,0.0327779049363
609.8,0.0223910887312,609.8,0.0153011367971,609.8,0.0165117875944,609.8,0.0143770504311,609.8,0.0112321660182
610.5,0.0252597848478,610.5,0.0161167315175,610.5,0.0163286793317,610.5,0.0141329060807,610.5,0.018937972076
611.1,0.0354680704967,611.1,0.0155857175555,611.1,0.0163591973754,611.1,0.024875257496,611.1,0.0301380941482
611.8,0.0332707713436,611.8,0.0150730144198,611.8,0.0192431525139,611.8,0.0210605020218,611.8,0.0254230563821
612.4,0.037039749752,612.4,0.0155193408103,612.4,0.0160082398718,612.4,0.0211062790875,612.4,0.0266437781338
613.1,0.0260379949645,613.1,0.0151577019913,613.1,0.0160692759594,613.1,0.0181307698177,613.1,0.0225238422217
613.7,0.0288456549935,613.7,0.0155063706416,613.7,0.0175494010834,613.7,0.0159334706645,613.7,0.0201281757839
614.4,0.0343694209201,614.4,0.0152149233234,614.4,0.0164660105287,614.4,0.021029983978,614.4,0.0266437781338
615.1,0.043692683299,615.1,0.0153179217212,615.1,0.0164507515068,615.1,0.0235629816129,615.1,0.0276966506447
615.7,0.0495674067292,615.7,0.0157886625467,615.7,0.0156725413901,615.7,0.0186495765621,615.7,0.0283680476081
616.4,0.024496833753,616.4,0.0156887159533,616.4,0.0152147707332,616.4,0.0155977721828,616.4,0.0174425879301
617,0.019766536965,617,0.0154514381628,617,0.0137193865873,617,0.0155062180514,617,0.0170000762951
617.7,0.0321263447013,617.7,0.015782558938,617.7,0.0169390402075,617.7,0.0239749752041,617.7,0.0293751430533
618.4,0.029959563592,618.4,0.0159397268635,618.4,0.0169085221637,618.4,0.0183291371023,618.4,0.0253925383383
619,0.027441824979,619,0.0155429922942,619,0.0154131380179,619,0.0164065003433,619,0.0235309376669
619.7,0.0210025177386,619.7,0.0153537804227,619.7,0.012437628748,619.7,0.0166201266499,619.7,0.015397878996
620.3,0.0251987487602,620.3,0.0155918211643,620.3,0.0165117875944,620.3,0.0196871900511,620.3,0.0197924773022
621,0.0293034256504,621,0.0149288166629,621,0.0152758068208,621,0.017932402533,621,0.0251941710536
621.6,0.0160128175784,621.6,0.0149868009461,621.6,0.0164965285725,621.6,0.0156893263142,621.6,0.0125597009232
622.3,0.0193087663081,622.3,0.0154537270161,622.3,0.0142381933318,622.3,0.0159334706645,622.3,0.0182360570687
623,0.0276707103075,623,0.0153354695964,623,0.0173815518425,623,0.0211062790875,623,0.0225543602655
